Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,PASS,,1,17377,695.08,17402,696.08,Player22,Player20,0.8,0.22,0.76,0.41
Away,PASS,,1,17428,697.12,17505,700.2,Player20,Player19,0.77,0.43,0.86,0.89
Away,PASS,,1,17544,701.76,17566,702.64,Player19,Player15,0.84,0.96,0.74,0.9
Away,PASS,,1,17595,703.8,17615,704.6,Player15,Player19,0.74,0.9,0.77,0.98
Away,PASS,,1,17634,705.36,17667,706.68,Player19,Player15,0.76,0.98,0.68,0.95
Away,PASS,,1,17667,706.68,17705,708.2,Player15,Player16,0.68,0.95,0.53,0.77
Away,PASS,,1,17745,709.8,17798,711.92,Player16,Player20,0.51,0.72,0.59,0.29
Away,PASS,,1,17846,713.84,17866,714.64,Player20,Player24,0.62,0.27,0.69,0.31
Away,PASS,,1,17866,714.64,17894,715.76,Player24,Player20,0.69,0.31,0.64,0.22
Away,PASS,,1,17985,719.4,18003,720.12,Player20,Player22,0.68,0.36,0.72,0.51
Away,PASS,,1,18003,720.12,18029,721.16,Player22,Player21,0.72,0.51,0.63,0.56
Away,PASS,,1,18091,723.64,18106,724.24,Player21,Player19,0.67,0.71,0.74,0.88
Away,PASS,,1,18127,725.08,18154,726.16,Player19,Player15,0.75,0.87,0.77,0.97
Away,CHALLENGE,TACKLE-LOST,1,18205,728.2,18205,728.2,Player15,,0.82,0.95,NaN,NaN
Away,BALL LOST,THEFT,1,18205,728.2,18205,728.2,Player15,,0.82,0.95,NaN,NaN
Home,CHALLENGE,TACKLE-WON,1,18206,728.24,18206,728.24,Player8,,0.83,0.94,NaN,NaN
Home,RECOVERY,THEFT,1,18206,728.24,18206,728.24,Player8,,0.83,0.94,NaN,NaN
Home,PASS,,1,18268,730.72,18291,731.64,Player8,Player7,0.8,1,0.8,0.86
Home,BALL LOST,INTERCEPTION,1,18306,732.24,18341,733.64,Player7,,0.79,0.87,0.67,0.65
Away,RECOVERY,INTERCEPTION,1,18344,733.76,18344,733.76,Player20,,0.7,0.65,NaN,NaN
Away,BALL LOST,,1,18347,733.88,18383,735.32,Player20,,0.7,0.65,0.76,0.58
Home,RECOVERY,,1,18381,735.24,18381,735.24,Player6,,0.76,0.64,NaN,NaN
Home,PASS,,1,18415,736.6,18450,738,Player6,Player11,0.78,0.59,0.95,0.52
Home,BALL LOST,,1,18450,738,18480,739.2,Player11,,0.95,0.52,0.76,0.31
Away,RECOVERY,,1,18480,739.2,18480,739.2,Player22,,0.76,0.37,NaN,NaN
Away,SHOT,BLOCKED,1,18515,740.6,18520,740.8,Player22,,0.8,0.35,0.86,0.33
Home,RECOVERY,BLOCKED,1,18521,740.84,18521,740.84,Player2,,0.86,0.42,NaN,NaN
Home,BALL OUT,,1,18521,740.84,18540,741.6,Player2,,0.86,0.42,1.02,0.45
Away,SET PIECE,CORNER KICK,1,19485,779.4,19485,779.4,Player20,,NaN,NaN,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,19485,779.4,19526,781.04,Player20,,1.01,0.01,0.94,0.53
Home,RECOVERY,INTERCEPTION,1,19529,781.16,19529,781.16,Player6,,0.94,0.52,NaN,NaN
Home,BALL LOST,HEAD,1,19529,781.16,19610,784.4,Player6,,0.94,0.52,0.86,0.85
Away,RECOVERY,,1,19610,784.4,19610,784.4,Player15,,0.84,0.87,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,19654,786.16,19675,787,Player15,,0.89,0.93,0.89,0.65
Home,RECOVERY,INTERCEPTION,1,19677,787.08,19677,787.08,Player4,,0.9,0.65,NaN,NaN
Home,PASS,,1,19677,787.08,19720,788.8,Player4,Player5,0.9,0.65,0.85,0.49
Home,BALL LOST,HEAD-INTERCEPTION,1,19720,788.8,19776,791.04,Player5,,0.85,0.49,0.69,0.42
Away,RECOVERY,INTERCEPTION,1,19777,791.08,19777,791.08,Player19,,0.69,0.5,NaN,NaN
Away,PASS,,1,19777,791.08,19852,794.08,Player19,Player20,0.69,0.5,0.85,0.16
Away,CHALLENGE,TACKLE-LOST,1,19874,794.96,19874,794.96,Player20,,0.87,0.16,NaN,NaN
Away,BALL LOST,THEFT,1,19874,794.96,19874,794.96,Player20,,0.87,0.16,NaN,NaN
Home,CHALLENGE,TACKLE-WON,1,19875,795,19875,795,Player1,,0.87,0.14,NaN,NaN
Home,RECOVERY,THEFT,1,19875,795,19875,795,Player1,,0.87,0.14,NaN,NaN
Home,PASS,,1,19931,797.24,19953,798.12,Player1,Player8,0.8,0.11,0.6,0.19
Home,PASS,,1,20065,802.6,20123,804.92,Player8,Player9,0.52,0.25,0.52,0.82
Home,PASS,,1,20167,806.68,20195,807.8,Player9,Player6,0.47,0.85,0.46,0.7
Home,PASS,,1,20234,809.36,20244,809.76,Player6,Player8,0.44,0.69,0.38,0.71
Home,PASS,,1,20244,809.76,20263,810.52,Player8,Player9,0.38,0.71,0.42,0.75
Home,PASS,,1,20282,811.28,20321,812.84,Player9,Player8,0.41,0.75,0.36,0.87
Home,PASS,,1,20326,813.04,20354,814.16,Player8,Player4,0.36,0.88,0.45,0.83
Home,PASS,,1,20379,815.16,20404,816.16,Player4,Player8,0.44,0.86,0.36,0.96
Home,PASS,,1,20442,817.68,20484,819.36,Player8,Player4,0.36,0.96,0.45,0.91
Home,PASS,,1,20494,819.76,20544,821.76,Player4,Player3,0.45,0.9,0.55,0.7
Home,PASS,,1,20544,821.76,20564,822.56,Player3,Player6,0.55,0.7,0.46,0.67
Home,PASS,,1,20596,823.84,20633,825.32,Player6,Player2,0.46,0.62,0.54,0.35
Home,PASS,,1,20655,826.2,20675,827,Player2,Player5,0.54,0.33,0.51,0.19
Home,PASS,,1,20694,827.76,20722,828.88,Player5,Player6,0.51,0.19,0.45,0.35
Home,PASS,,1,20791,831.64,20816,832.64,Player6,Player5,0.42,0.29,0.46,0.19
Home,PASS,,1,20816,832.64,20856,834.24,Player5,Player2,0.46,0.19,0.54,0.32
Home,PASS,,1,20879,835.16,20914,836.56,Player2,Player4,0.53,0.34,0.51,0.69
Home,PASS,DEEP BALL,1,20940,837.6,21022,840.88,Player4,Player10,0.49,0.7,0.1,0.75
Home,BALL LOST,INTERCEPTION,1,21022,840.88,21055,842.2,Player10,,0.1,0.75,0.12,0.65
Away,RECOVERY,INTERCEPTION,1,21052,842.08,21052,842.08,Player17,,0.13,0.58,NaN,NaN
Away,PASS,,1,21052,842.08,21081,843.24,Player17,Player15,0.13,0.58,0.12,0.77
Away,PASS,,1,21097,843.88,21114,844.56,Player15,Player20,0.12,0.77,0.22,0.68
Home,CHALLENGE,GROUND-FAULT-LOST,1,21198,847.92,21198,847.92,Player2,,0.43,0.46,NaN,NaN
Away,CHALLENGE,GROUND-FAULT-WON,1,21199,847.96,21199,847.96,Player23,,0.43,0.46,NaN,NaN
Away,SET PIECE,FREE KICK,1,21637,865.48,21637,865.48,Player20,,NaN,NaN,NaN,NaN
Away,PASS,,1,21637,865.48,21676,867.04,Player20,Player18,0.43,0.4,0.42,0.31
Away,PASS,,1,21706,868.24,21734,869.36,Player18,Player22,0.44,0.26,0.52,0.03
Away,PASS,,1,21774,870.96,21804,872.16,Player22,Player18,0.5,0.04,0.37,0.14
Away,PASS,,1,21864,874.56,21901,876.04,Player18,Player17,0.38,0.16,0.3,0.39
Away,PASS,,1,21942,877.68,21974,878.96,Player17,Player16,0.32,0.43,0.32,0.68
Away,PASS,,1,22008,880.32,22055,882.2,Player16,Player17,0.3,0.71,0.3,0.46
Away,PASS,,1,22091,883.64,22129,885.16,Player17,Player18,0.32,0.42,0.38,0.07
Away,PASS,,1,22191,887.64,22221,888.84,Player18,Player17,0.38,0.1,0.27,0.24
Away,PASS,,1,22254,890.16,22290,891.6,Player17,Player25,0.25,0.23,0.12,0.46
Away,PASS,,1,22340,893.6,22378,895.12,Player25,Player16,0.12,0.49,0.16,0.74
Away,BALL LOST,INTERCEPTION,1,22447,897.88,22520,900.8,Player16,,0.18,0.8,0.57,0.89
Away,CHALLENGE,GROUND-LOST,1,22520,900.8,22520,900.8,Player24,,0.57,0.87,NaN,NaN
Home,CHALLENGE,GROUND-WON,1,22522,900.88,22522,900.88,Player3,,0.57,0.87,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,22522,900.88,22522,900.88,Player3,,0.57,0.87,NaN,NaN
Home,PASS,,1,22522,900.88,22554,902.16,Player3,Player4,0.57,0.87,0.54,0.86
Home,PASS,HEAD,1,22554,902.16,22618,904.72,Player4,Player2,0.54,0.86,0.75,0.83
Home,PASS,,1,22618,904.72,22662,906.48,Player2,Player11,0.75,0.83,0.96,0.65
Home,BALL OUT,,1,22662,906.48,22721,908.84,Player11,,0.96,0.65,0.94,1.01
Away,SET PIECE,THROW IN,1,22926,917.04,22926,917.04,Player15,,NaN,NaN,NaN,NaN
Away,PASS,,1,22926,917.04,22951,918.04,Player15,Player21,0.75,1.01,0.72,0.9
Away,PASS,,1,22951,918.04,22970,918.8,Player21,Player15,0.72,0.9,0.74,1
Away,PASS,,1,22984,919.36,23021,920.84,Player15,Player16,0.73,0.99,0.55,0.88
Away,PASS,,1,23080,923.2,23125,925,Player16,Player17,0.56,0.76,0.51,0.43
Away,PASS,,1,23161,926.44,23183,927.32,Player17,Player18,0.54,0.34,0.58,0.15
Away,PASS,,1,23227,929.08,23245,929.8,Player18,Player22,0.6,0.13,0.66,0.01
Away,PASS,,1,23418,936.72,23470,938.8,Player22,Player16,0.54,0.19,0.42,0.64
Away,PASS,,1,23479,939.16,23546,941.84,Player16,Player15,0.42,0.65,0.42,0.93
Away,PASS,,1,23546,941.84,23584,943.36,Player15,Player16,0.42,0.93,0.34,0.79
Away,PASS,,1,23608,944.32,23638,945.52,Player16,Player20,0.35,0.77,0.37,0.6
Away,PASS,,1,23714,948.56,23739,949.56,Player20,Player23,0.45,0.64,0.6,0.54
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,23736,949.44,23736,949.44,Player2,,0.61,0.52,NaN,NaN
Away,CHALLENGE,GROUND-ADVANTAGE-WON,1,23747,949.88,23747,949.88,Player23,,0.6,0.56,NaN,NaN
Away,PASS,,1,23747,949.88,23759,950.36,Player23,Player19,0.6,0.56,0.58,0.63
Away,PASS,,1,23776,951.04,23804,952.16,Player19,Player24,0.59,0.62,0.67,0.85
Away,PASS,,1,23833,953.32,23873,954.92,Player24,Player15,0.68,0.9,0.58,0.92
Away,PASS,,1,23873,954.92,23898,955.92,Player15,Player21,0.58,0.92,0.58,0.77
Away,PASS,,1,23973,958.92,24003,960.12,Player21,Player20,0.61,0.86,0.57,0.67
Away,PASS,,1,24003,960.12,24027,961.08,Player20,Player16,0.57,0.67,0.47,0.76
Away,PASS,,1,24027,961.08,24068,962.72,Player16,Player17,0.47,0.76,0.5,0.44
Away,PASS,,1,24097,963.88,24119,964.76,Player17,Player22,0.51,0.41,0.66,0.18
Away,PASS,,1,24224,968.96,24256,970.24,Player22,Player18,0.79,0.11,0.85,0
Away,PASS,,1,24335,973.4,24360,974.4,Player18,Player21,0.77,0.11,0.7,0.24
Away,PASS,,1,24391,975.64,24484,979.36,Player21,Player15,0.68,0.27,0.69,0.9
Home,CHALLENGE,GROUND-LOST,1,24394,975.76,24394,975.76,Player6,,0.68,0.27,NaN,NaN
Away,PASS,HEAD,1,24484,979.36,24508,980.32,Player15,Player19,0.69,0.9,0.76,0.95
Away,PASS,,1,24508,980.32,24531,981.24,Player19,Player15,0.76,0.95,0.77,0.86
Away,PASS,,1,24535,981.4,24550,982,Player15,Player23,0.77,0.86,0.78,0.79
Home,CHALLENGE,GROUND-LOST,1,24554,982.16,24554,982.16,Player7,,0.79,0.75,NaN,NaN
Away,CHALLENGE,GROUND-WON,1,24559,982.36,24559,982.36,Player23,,0.78,0.78,NaN,NaN
Away,PASS,,1,24610,984.4,24640,985.6,Player23,Player20,0.75,0.83,0.66,0.86
Away,PASS,,1,24695,987.8,24745,989.8,Player20,Player16,0.62,0.85,0.49,0.78
Away,PASS,,1,24745,989.8,24795,991.8,Player16,Player17,0.49,0.78,0.5,0.45
Away,PASS,,1,24835,993.4,24860,994.4,Player17,Player21,0.51,0.41,0.6,0.31
Away,PASS,,1,24873,994.92,24896,995.84,Player21,Player24,0.6,0.31,0.71,0.3
Away,BALL LOST,,1,24987,999.48,25020,1000.8,Player24,,0.72,0.5,0.82,0.69
Home,RECOVERY,,1,25024,1000.96,25024,1000.96,Player4,,0.82,0.7,NaN,NaN
Home,PASS,,1,25120,1004.8,25147,1005.88,Player4,Player6,0.65,0.66,0.67,0.51
Home,PASS,,1,25168,1006.72,25213,1008.52,Player6,Player8,0.68,0.53,0.64,0.85
Home,PASS,,1,25288,1011.52,25321,1012.84,Player8,Player4,0.58,0.95,0.64,0.87
Home,PASS,,1,25358,1014.32,25403,1016.12,Player4,Player6,0.66,0.85,0.64,0.65
Home,PASS,,1,25450,1018,25492,1019.68,Player6,Player5,0.62,0.59,0.62,0.21
Home,PASS,,1,25529,1021.16,25566,1022.64,Player5,Player1,0.59,0.17,0.42,0.02
Home,PASS,,1,25566,1022.64,25598,1023.92,Player1,Player5,0.42,0.02,0.51,0.11
Home,PASS,,1,25618,1024.72,25638,1025.52,Player5,Player9,0.5,0.13,0.43,0.26
Home,PASS,,1,25647,1025.88,25665,1026.6,Player9,Player1,0.43,0.24,0.36,0.03
Away,RECOVERY,INTERCEPTION,1,25683,1027.32,25683,1027.32,Player18,,0.33,0.06,NaN,NaN
Away,BALL OUT,,1,25683,1027.32,25699,1027.96,Player18,,0.33,0.06,0.31,-0.01
Home,BALL LOST,INTERCEPTION,1,25684,1027.36,25689,1027.56,Player1,,0.35,0.03,0.31,0.01
Home,SET PIECE,THROW IN,1,25918,1036.72,25918,1036.72,Player1,,NaN,NaN,NaN,NaN
Home,PASS,,1,25918,1036.72,25945,1037.8,Player1,Player5,0.26,0.01,0.34,0.06
Home,PASS,,1,26084,1043.36,26124,1044.96,Player5,Player2,0.33,0.13,0.47,0.17
Home,PASS,,1,26124,1044.96,26178,1047.12,Player2,Player3,0.47,0.17,0.54,0.46
Home,BALL LOST,INTERCEPTION,1,26213,1048.52,26273,1050.92,Player3,,0.54,0.42,0.23,0.04
Away,RECOVERY,INTERCEPTION,1,26276,1051.04,26276,1051.04,Player18,,0.2,0.13,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,26276,1051.04,26307,1052.28,Player18,,0.2,0.13,0.3,0.07
Home,RECOVERY,INTERCEPTION,1,26308,1052.32,26308,1052.32,Player5,,0.29,0.1,NaN,NaN
Home,PASS,,1,26347,1053.88,26399,1055.96,Player5,Player1,0.19,0.13,0.18,0.12
Home,PASS,,1,26399,1055.96,26419,1056.76,Player1,Player9,0.18,0.12,0.24,0.16
Home,BALL LOST,INTERCEPTION,1,26449,1057.96,26491,1059.64,Player9,,0.24,0.19,0.06,0.58
Home,CHALLENGE,AERIAL-LOST,1,26491,1059.64,26491,1059.64,Player8,,0.06,0.62,NaN,NaN
Away,CHALLENGE,AERIAL-WON,1,26493,1059.72,26493,1059.72,Player15,,0.06,0.6,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,26493,1059.72,26493,1059.72,Player15,,0.06,0.6,NaN,NaN
Away,BALL OUT,,1,26493,1059.72,26535,1061.4,Player15,,0.06,0.6,-0.01,0.83
Home,SET PIECE,CORNER KICK,1,27105,1084.2,27105,1084.2,Player8,,NaN,NaN,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,27105,1084.2,27149,1085.96,Player8,,0.03,0.96,0.1,0.42
Away,RECOVERY,INTERCEPTION,1,27148,1085.92,27148,1085.92,Player20,,0.1,0.46,NaN,NaN
Away,BALL LOST,HEAD-INTERCEPTION,1,27148,1085.92,27177,1087.08,Player20,,0.1,0.46,0.14,0.65
Home,RECOVERY,INTERCEPTION,1,27178,1087.12,27178,1087.12,Player7,,0.13,0.58,NaN,NaN
Home,PASS,,1,27178,1087.12,27235,1089.4,Player7,Player1,0.13,0.58,0.25,0.35
Home,PASS,,1,27240,1089.6,27268,1090.72,Player1,Player9,0.24,0.33,0.18,0.19
Home,PASS,,1,27311,1092.44,27345,1093.8,Player9,Player3,0.21,0.18,0.09,0.59
Home,SHOT,HEAD-OFF TARGET-OUT,1,27345,1093.8,27360,1094.4,Player3,,0.09,0.59,-0.01,0.59
Away,CHALLENGE,AERIAL-LOST,1,27345,1093.8,27345,1093.8,Player16,,0.08,0.57,NaN,NaN
Away,RECOVERY,,1,27994,1119.76,27994,1119.76,Player25,,-0.01,0.4,NaN,NaN
Away,BALL LOST,GOAL KICK-INTERCEPTION,1,27994,1119.76,28158,1126.32,Player25,,-0.01,0.4,0.61,0.75
Home,CHALLENGE,AERIAL-WON,1,28158,1126.32,28158,1126.32,Player4,,0.64,0.7,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,28158,1126.32,28158,1126.32,Player4,,0.64,0.7,NaN,NaN
Home,BALL LOST,HEAD-INTERCEPTION,1,28158,1126.32,28197,1127.88,Player4,,0.64,0.7,0.54,0.68
Away,CHALLENGE,AERIAL-LOST,1,28158,1126.32,28158,1126.32,Player24,,0.63,0.69,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,28193,1127.72,28193,1127.72,Player21,,0.53,0.66,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,28237,1129.48,28245,1129.8,Player21,,0.53,0.73,0.56,0.71
Home,RECOVERY,INTERCEPTION,1,28242,1129.68,28242,1129.68,Player7,,0.56,0.74,NaN,NaN
Home,PASS,,1,28248,1129.92,28287,1131.48,Player7,Player10,0.56,0.75,0.53,0.84
Home,CHALLENGE,GROUND-WON,1,28287,1131.48,28287,1131.48,Player10,,0.53,0.84,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,28335,1133.4,28335,1133.4,Player19,,0.57,0.9,NaN,NaN
Away,RECOVERY,THEFT,1,28335,1133.4,28335,1133.4,Player19,,0.57,0.9,NaN,NaN
Away,PASS,,1,28338,1133.52,28363,1134.52,Player19,Player21,0.56,0.9,0.54,0.88
Home,CHALLENGE,TACKLE-LOST,1,28341,1133.64,28341,1133.64,Player10,,0.55,0.91,NaN,NaN
Home,BALL LOST,THEFT,1,28341,1133.64,28341,1133.64,Player10,,0.55,0.91,NaN,NaN
Away,PASS,,1,28363,1134.52,28385,1135.4,Player21,Player24,0.54,0.88,0.65,0.8
Away,BALL LOST,INTERCEPTION,1,28385,1135.4,28429,1137.16,Player24,,0.65,0.8,0.72,0.7
Home,RECOVERY,INTERCEPTION,1,28432,1137.28,28432,1137.28,Player3,,0.7,0.67,NaN,NaN
Home,PASS,,1,28432,1137.28,28461,1138.44,Player3,Player9,0.7,0.67,0.54,0.42
Home,PASS,,1,28461,1138.44,28487,1139.48,Player9,Player5,0.54,0.42,0.62,0.48
Home,PASS,,1,28487,1139.48,28519,1140.76,Player5,Player6,0.62,0.48,0.61,0.53
Away,CHALLENGE,TACKLE-FAULT-LOST,1,28518,1140.72,28518,1140.72,Player24,,0.61,0.53,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-WON,1,28519,1140.76,28519,1140.76,Player6,,0.61,0.53,NaN,NaN
Home,FAULT RECEIVED,,1,28547,1141.88,28547,1141.88,Player6,,0.6,0.56,NaN,NaN
Home,SET PIECE,FREE KICK,1,28650,1146,28650,1146,Player6,,NaN,NaN,NaN,NaN
Home,PASS,,1,28650,1146,28689,1147.56,Player6,Player4,0.6,0.57,0.61,0.77
Home,PASS,,1,28719,1148.76,28754,1150.16,Player4,Player8,0.57,0.81,0.45,0.97
Home,PASS,,1,28812,1152.48,28834,1153.36,Player8,Player6,0.45,0.89,0.48,0.75
Home,PASS,,1,29012,1160.48,29049,1161.96,Player6,Player2,0.53,0.54,0.57,0.26
Home,PASS,,1,29069,1162.76,29111,1164.44,Player2,Player3,0.56,0.24,0.6,0.57
Home,PASS,,1,29136,1165.44,29169,1166.76,Player3,Player4,0.59,0.58,0.56,0.78
Home,PASS,,1,29240,1169.6,29272,1170.88,Player4,Player3,0.54,0.83,0.64,0.61
Home,PASS,,1,29311,1172.44,29362,1174.48,Player3,Player2,0.64,0.6,0.62,0.26
Home,PASS,,1,29362,1174.48,29393,1175.72,Player2,Player5,0.62,0.26,0.58,0.12
Home,PASS,,1,29439,1177.56,29457,1178.28,Player5,Player9,0.56,0.09,0.42,0.15
Home,PASS,,1,29457,1178.28,29481,1179.24,Player9,Player6,0.42,0.15,0.51,0.24
Home,PASS,,1,29524,1180.96,29584,1183.36,Player6,Player8,0.48,0.27,0.27,0.94
Home,PASS,,1,29699,1187.96,29737,1189.48,Player8,Player4,0.09,0.82,0.22,0.71
Home,SHOT,ON TARGET-SAVED,1,29754,1190.16,29777,1191.08,Player4,,0.2,0.7,0,0.54
Away,RECOVERY,SAVED,1,29780,1191.2,29780,1191.2,Player25,,0.02,0.56,NaN,NaN
Away,BALL LOST,,1,29780,1191.2,29827,1193.08,Player25,,0.02,0.56,0,0.62
Home,RECOVERY,,1,29831,1193.24,29831,1193.24,Player10,,0.01,0.64,NaN,NaN
Home,BALL LOST,OFFSIDE,1,29845,1193.8,29845,1193.8,Player10,,0,0.69,NaN,NaN
Away,SET PIECE,FREE KICK,1,30390,1215.6,30390,1215.6,Player25,,NaN,NaN,NaN,NaN
Away,PASS,,1,30390,1215.6,30432,1217.28,Player25,Player16,0.08,0.58,0.18,0.75
Away,PASS,,1,30563,1222.52,30608,1224.32,Player16,Player17,0.24,0.67,0.21,0.34
Away,PASS,,1,30633,1225.32,30665,1226.6,Player17,Player18,0.21,0.33,0.31,0.08
Away,PASS,,1,30749,1229.96,30792,1231.68,Player18,Player17,0.33,0.12,0.25,0.35
Away,PASS,,1,30873,1234.92,30913,1236.52,Player17,Player15,0.3,0.48,0.35,0.91
Away,PASS,,1,30958,1238.32,30965,1238.6,Player15,Player19,0.35,0.94,0.47,1.02
Home,RECOVERY,THEFT,1,30991,1239.64,30991,1239.64,Player4,,0.44,0.98,NaN,NaN
Away,BALL LOST,THEFT,1,30993,1239.72,30993,1239.72,Player19,,0.44,0.98,NaN,NaN
Away,CHALLENGE,GROUND-LOST,1,31027,1241.08,31027,1241.08,Player19,,0.38,0.97,NaN,NaN
Home,CHALLENGE,GROUND-WON,1,31033,1241.32,31033,1241.32,Player4,,0.36,0.98,NaN,NaN
Home,PASS,,1,31199,1247.96,31236,1249.44,Player4,Player10,0.15,0.79,0.23,0.7
Home,PASS,,1,31246,1249.84,31281,1251.24,Player10,Player9,0.23,0.7,0.26,0.54
Home,BALL LOST,INTERCEPTION,1,31295,1251.8,31335,1253.4,Player9,,0.26,0.53,0.23,0.25
Away,RECOVERY,INTERCEPTION,1,31336,1253.44,31336,1253.44,Player18,,0.2,0.28,NaN,NaN
Home,CHALLENGE,TACKLE-WON,1,31351,1254.04,31351,1254.04,Player1,,0.26,0.24,NaN,NaN
Home,RECOVERY,THEFT,1,31351,1254.04,31351,1254.04,Player1,,0.26,0.24,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,31355,1254.2,31355,1254.2,Player18,,0.24,0.26,NaN,NaN
Away,BALL LOST,THEFT,1,31355,1254.2,31355,1254.2,Player18,,0.24,0.26,NaN,NaN
Home,PASS,,1,31360,1254.4,31380,1255.2,Player1,Player5,0.26,0.25,0.25,0.37
Home,PASS,,1,31380,1255.2,31433,1257.32,Player5,Player6,0.25,0.37,0.41,0.36
Home,PASS,,1,31433,1257.32,31462,1258.48,Player6,Player4,0.41,0.36,0.36,0.63
Home,CHALLENGE,TACKLE-FAULT-WON,1,31538,1261.52,31538,1261.52,Player4,,0.35,0.5,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-LOST,1,31540,1261.6,31540,1261.6,Player19,,0.35,0.49,NaN,NaN
Home,FAULT RECEIVED,,1,31578,1263.12,31578,1263.12,Player4,,0.31,0.46,NaN,NaN
Away,CARD,YELLOW,1,31785,1271.4,31785,1271.4,Player19,,NaN,NaN,NaN,NaN
Home,SET PIECE,FREE KICK,1,32852,1314.08,32852,1314.08,Player9,,NaN,NaN,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,32852,1314.08,32900,1316,Player9,,0.35,0.49,0.12,0.41
Away,RECOVERY,INTERCEPTION,1,32902,1316.08,32902,1316.08,Player23,,0.12,0.47,NaN,NaN
Away,BALL LOST,CLEARANCE,1,32902,1316.08,33047,1321.88,Player23,,0.12,0.47,0.42,0.89
Home,RECOVERY,,1,33049,1321.96,33049,1321.96,Player6,,0.45,0.91,NaN,NaN
Home,PASS,,1,33049,1321.96,33081,1323.24,Player6,Player4,0.45,0.91,0.58,0.71
Home,PASS,,1,33138,1325.52,33173,1326.92,Player4,Player6,0.58,0.73,0.54,0.84
Home,PASS,,1,33260,1330.4,33298,1331.92,Player6,Player2,0.51,0.79,0.62,0.47
Home,PASS,,1,33298,1331.92,33329,1333.16,Player2,Player4,0.62,0.47,0.66,0.72
Home,PASS,,1,33376,1335.04,33427,1337.08,Player4,Player7,0.66,0.79,0.33,0.8
Away,CHALLENGE,AERIAL-LOST,1,33425,1337,33425,1337,Player16,,0.33,0.81,NaN,NaN
Home,CHALLENGE,AERIAL-WON,1,33427,1337.08,33427,1337.08,Player7,,0.33,0.8,NaN,NaN
Home,PASS,HEAD,1,33427,1337.08,33446,1337.84,Player7,Player9,0.33,0.8,0.37,0.76
Home,CHALLENGE,TACKLE-LOST,1,33468,1338.72,33468,1338.72,Player9,,0.35,0.77,NaN,NaN
Home,BALL LOST,THEFT,1,33468,1338.72,33468,1338.72,Player9,,0.35,0.77,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,33475,1339,33475,1339,Player21,,0.35,0.77,NaN,NaN
Away,RECOVERY,THEFT,1,33475,1339,33475,1339,Player21,,0.35,0.77,NaN,NaN
Away,PASS,,1,33526,1341.04,33551,1342.04,Player21,Player20,0.35,0.78,0.35,0.64
Away,CHALLENGE,TACKLE-LOST,1,33556,1342.24,33556,1342.24,Player20,,0.35,0.63,NaN,NaN
Away,BALL LOST,THEFT,1,33556,1342.24,33556,1342.24,Player20,,0.35,0.63,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,33560,1342.4,33560,1342.4,Player5,,0.36,0.61,NaN,NaN
Home,BALL LOST,,1,33560,1342.4,33612,1344.48,Player5,,0.36,0.61,0.25,0.49
Away,RECOVERY,,1,33612,1344.48,33612,1344.48,Player17,,0.28,0.53,NaN,NaN
Away,PASS,,1,33612,1344.48,33665,1346.6,Player17,Player18,0.28,0.53,0.33,0.21
Away,PASS,,1,33725,1349,33750,1350,Player18,Player20,0.42,0.17,0.39,0.29
Away,BALL OUT,,1,33803,1352.12,33908,1356.32,Player20,,0.45,0.31,1.01,0.21
Home,RECOVERY,,1,34646,1385.84,34646,1385.84,Player11,,0.96,0.61,NaN,NaN
Home,PASS,GOAL KICK,1,34646,1385.84,34682,1387.28,Player11,Player4,0.96,0.61,0.83,0.87
Home,BALL LOST,,1,34747,1389.88,34867,1394.68,Player4,,0.82,0.92,0.11,0.77
Away,RECOVERY,,1,34872,1394.88,34872,1394.88,Player25,,0.12,0.76,NaN,NaN
Away,PASS,,1,34917,1396.68,35008,1400.32,Player25,Player18,0.12,0.71,0.42,0.2
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,35113,1404.52,35113,1404.52,Player5,,0.51,0.12,NaN,NaN
Away,CHALLENGE,TACKLE-ADVANTAGE-WON,1,35116,1404.64,35116,1404.64,Player18,,0.5,0.12,NaN,NaN
Away,PASS,,1,35120,1404.8,35185,1407.4,Player18,Player20,0.49,0.12,0.4,0.32
Away,PASS,,1,35262,1410.48,35292,1411.68,Player20,Player21,0.37,0.31,0.42,0.45
